	date	start_time	title	url	description
10	2014-08-23	2014-08-23 19:30:00	Arcade Fire	http://www.barclayscenter.com/events/detail/arcade-fire	due overwhelming demand grammy awardwinning band arcade fire announced additional date highlyanticipated reflektor tour support it international album reflektor merge band perform third concert august following two previously announced show august released october reflektor wa hailed rolling stone a extraordinary best album arcade fire have ever made it wa second arcade fire album debut first being album year grammy awardwinner suburb individual click here call bk set up an appointment meet representative make dinner reservation today calling emailing emailprotected click hereto see event menu club restaurant american express
11	2014-12-29	2014-12-29 00:00:00	BROOKLYN HOOPS\u2122 Winter Festival presented by Honda	http://www.barclayscenter.com/events/detail/brooklyn-hoops-winter-festival-presented-by-honda	hoop winter festival presented honda december this year event include st john tulane liubrooklyn hofstra fairfield loyola maryland start just event allow you see all three game st john v tulane 00pm liubrooklyn v hofstra 30pm fairfield v loyola maryland 00pm can purchased visiting wwwticketmastercomby calling visiting american express box office individual please call bk if purchasing take advantage our group pricing purchase call group bk email emailprotected group pricing seating chart group order form
12	2014-03-02	2014-03-02 15:00:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	witness greatest show earth one last time part last curtain call when ringling bros barnum bailey present out this world coming february march prepare blast off an intergalactic adventure spaceage family fun a ultimate circus experience launch into future audience take helm join circus space fleet heroic quest good versus evil that let imagination run wild unexpected surprise thrill every turn through lens magic telescope out this world transport entire family an unforgettable journey a circus star seeker battle bring most spectacular talented performer back earth after year outer space child all age amazed cosmic voyage a you discover wonder gravitydefying acrobat orbital aerialist majestic animal fearless daredevil humorous clown are available purchase online wwwticketmastercomby calling visiting american express box office hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
13	2016-01-14	2016-01-14 19:00:00	New York Islanders vs. New York Rangers	http://www.barclayscenter.com/events/detail/new-york-islanders-vs-new-york-rangers-1	fineprint fontsize 9px make dinner reservation today calling emailing emailprotected click hereto see event menu club restaurant american express individual please call 718bksuite lirr train time app download lirr train time app get realtime pick station check countdown train arrival easily search destination basic train is available even without cellular service download metronorth app lirr schedule plan trip quick search schedule online view schedule lirr schedule update before you leave check our screen arena main concourse latest lirr schedule service alert lirr expanded service long island rail road ha enhanced service make islander game easily accessible fan from long island view detail
14	2015-02-06	2015-02-06 19:00:00	Brooklyn Nets vs. New York Knicks	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-new-york-knicks-2-6-15	nan
15	2015-09-23	2015-09-23 19:00:00	Preseason: New York Islanders vs. New Jersey Devils	http://www.barclayscenter.com/events/detail/preseason-new-york-islanders-vs-new-jersey-devils	make dinner reservation today calling emailing emailprotected click hereto see event menu club restaurant american express
16	2016-03-11	2016-03-11 00:00:00	2016 Atlantic 10 Basketball Championship	http://www.barclayscenter.com/events/detail/2016-atlantic-10-basketball-championship	view bracket schedule individual click here call bk welcome return atlantic men basketball championship 4thstraight year march one nation top basketball conference showcase it talent a all team take hardwood action packed day 13game championship conclude ncaa selection sunday network televised game winner which claim a10s automatic bid ncaa tournament allsession package this event are onsale now can purchased online ticketmaster com calling american express box office if purchasing take advantage group pricing call bklyn gp email emailprotected make most nyc experience while youre town atlantic men basketball championship visit nycgo com official about new york city restaurant shop nightlife sporting event a well a exclusive deal offer hotel please visitnew york marriott bridge special rate check corporate promotional code then enterw85
17	2012-10-02	2012-10-02 19:30:00	Islanders vs Devils	http://www.barclayscenter.com/events/detail/islanders-vs-devils	adroll adv id 4osupk2ydjcg3guhv6zpnx adroll pix id kp4drzhcprh4jjiazmwwtg function oldonload window onload window onload function adroll loaded true scr document createelement script host http document location protocol http adroll com http adroll com scr setattribute async true scr type text javascript scr src host roundtrip j document getelementsbytagname head null document getelementsbytagname script parentnode appendchild scr if oldonload oldonload lirr service message extra service provided from support islander v devil preseason hockey game new york islander play secondever national hockey league game friday september when they take new jersey devil islander make their new home beginning season westbound pm extra westbound train from babylon atlantic terminal ha been added eastbound pm pm extra train from atlantic terminal jamaica pm pm regular eastbound train from atlantic terminal jamaica run a well transfer certain branch train jamaica pm extra train from atlantic terminal babylon pm extra train from atlantic terminal hicksville event purchase new york islander 4pack pleaseclick here individual are also saleand can purchased online viaticketmaster calling are also available american express box office if purchasing take advantage our group pricing more group this event can found below purchase call group bk email emailprotected group pricing seating chart group order form individual please call bk make deposit season click here make dinner reservation today calling emailing emailprotected click hereto see event menu club restaurant american express student available purchase online advance member tix4students click here purchase
18	2013-12-01	2013-12-01 20:30:00	Kentucky vs. Providence	http://www.barclayscenter.com/events/detail/kentucky-vs-providence	college basketball season include dynamic matchup when national powerhouse kentucky face providence college december while providence is kentucky defeated acc maryland inaugural classic november nationally televised soldout game this matchup look even more exciting a kentucky head coach john ha stated we are excited return next year play providence this season game against maryland wa an ncaa tournament environment november it great building great city we re looking forward being back next season beyond are sale now available through ticketmaster visiting wwwbarclayscentercomwwwbarclayscentercomby calling american express box office individual click here call bk set up an appointment meet representative
19	2013-06-16	2013-06-16 19:30:00	New Kids On The Block\/98 Degrees\/Boyz II Men	http://www.barclayscenter.com/events/detail/new-kids-on-the-block98-degreesboys-ii-men	nan
20	2016-06-11	2016-06-11 20:00:00	32nd New York Salsa Festival	http://www.barclayscenter.com/events/detail/32nd-new-york-salsa-festival	the33rd annual new york salsa festivalcomes onsaturday june featuringwillie coln eddie palmieri tito nieves grupo niche fruko sus tesos tito rojas dlg eddie santiagoand more fan treated an evening filled hit tropical song recognized world over salsa aficionado all while dancing singing along all their favorite hit artist are subject change
21	2015-07-11	2015-07-11 20:00:00	Romeo Santos	http://www.barclayscenter.com/events/detail/romeo-santos	fineprint fontsize 9px bronx native multiplatinum artist romeo santos is performing friday july saturday july sunday july three show are part second leg king bachatas criticallypraised formula vol tour are onsale all three show can purchased online atwwwticketmastercomcalling visiting american express box office individual please call 718bksuite romeo santos recently landed billboard endof year top latin artist chart his landmark second solo album formula vol wa declared latin album year romeo held three top five hot latin song had most radio airplay most song streaming all latin artist artist support act are subject change make dinner reservation today calling emailing emailprotected click hereto see event menu club restaurant american express
22	2013-04-13	2013-04-13 17:30:00	Jordan Brand Classic	http://www.barclayscenter.com/events/detail/jordan-brand-classic	country premier prep basketball event jordan brand classic return onfriday april plus dont miss special performance guest artist rick ross boogie wit da hoodie game time 00pm global showcase 00pm regional game 30pm girl allamerican game 00pm boy allamerican game artist are subject change
23	2012-10-05	2012-10-05 20:00:00	JAY Z	http://www.barclayscenter.com/events/detail/jay-z-7	please note door open 7pm hello welcome borough own shawn jay carter a part his recordsetting soldout eightnight residency brandnew this 13time grammy award winner ha undoubtedly redefined both music industry perception american dream since bursting onto scene jay is not only new york time bestselling author but also founder chairman rocawear an entrepreneur stake such varied enterprise a club translation advertising carol daughter natural beauty product own net jay z dominance music world is unquestionable a president ceo def jam recording he fostered career international star rihanna neyo kanye west jay partnered live nation form diverse entertainment company roc nation that venture first release blueprint jay secured record most no album any solo artist his recent collaboration kanye west watch throne became 12th jay album reach no is proud call jay one it own dont miss out homecourt advantage witness king solidify his reign right here very own backyardonly
24	2014-03-17	2014-03-17 19:30:00	Brooklyn Nets vs. Phoenix Suns	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-phoenix-suns-1	make dinner reservation today calling emailing emailprotected
25	2014-02-26	2014-02-26 19:00:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	witness greatest show earth one last time part last curtain call when ringling bros barnum bailey present out this world coming february march prepare blast off an intergalactic adventure spaceage family fun a ultimate circus experience launch into future audience take helm join circus space fleet heroic quest good versus evil that let imagination run wild unexpected surprise thrill every turn through lens magic telescope out this world transport entire family an unforgettable journey a circus star seeker battle bring most spectacular talented performer back earth after year outer space child all age amazed cosmic voyage a you discover wonder gravitydefying acrobat orbital aerialist majestic animal fearless daredevil humorous clown are available purchase online wwwticketmastercomby calling visiting american express box office hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
26	2013-05-05	2013-05-05 20:00:00	Rihanna	http://www.barclayscenter.com/events/detail/rihanna	rihanna may concert rescheduled tuesday may pm original date honored new night refund available original point purchase is not about stop music so there when rihannas diamond world tour dazzle this pop princess blow roof off nycs newest stateoftheart arena join jay z beautiful talented protg a she get ready run this town thrilling highenergy string hit such a we found love disturbia umbrella whats my name only girl world more native barbados this dancehall diva ha captured heart audience worldwide along host industry accolade including six grammy award record topselling digital artist all time rihanna is ready bring it foot trust usyou dont want miss this dynamic superstar take her bow is not about stop music so there when rihannas diamond world tour dazzle this pop princess blow roof off nycs newest stateoftheart arena complete tour visit wwwrihannacomand wwwrihannacomvip gold party package one premium reserved located first row stage first section side exclusive preconcert party food drink event parking one parking space per order not applicable all venue exclusive rihanna gift package official vip laminate commemorative vip onsite vip host vip tour package one premium reserved located first row stage lower bowl exclusive rihanna gift package commemorative vip onsite vip host purchase package click here
27	2016-10-05	2016-10-05 20:00:00	Eros Ramazzotti	http://www.barclayscenter.com/events/detail/eros-ramazzotti-2016	famed italian ramazzotti his bringing tour onwednesday october are available online ticketmaster com calling visiting american express box office tour feature song from his album released may ha gone multiplatinum ha reached topten bestselling chart all country that released it ramazzotti also play selection his greatest hit spanning his more than year career individual please call 718bksuite hotel please visitnew york marriott bridge special rate check corporate promotional code then enterw85
28	2014-08-02	2014-08-02 19:30:00	Cirque du Soleil: Varekai	http://www.barclayscenter.com/events/detail/cirque-du-soleil-varekai	cirque du soleil is pleased announce that it newest arena show varekai perform cushman wakefield theater from july august seven performance only after year touring world under blue yellow big top varekai begun new adventure this past december touring world arena deep within forest summit volcano exists an extraordinary world world where something else is possible world called varekai from sky fall solitary young man story varekai begin parachuted into shadow magical forest kaleidoscopic world populated fantastical creature this young man set off an adventure both absurd extraordinary this day edge time this place all possibility begin an inspired incantation life rediscovered word varekai mean wherever romany language gypsy universal wanderer this production pay tribute nomadic soul spirit art circus tradition infinite passion those whose quest take them along path that lead varekai this event are currentlyon sale can purchased online via ticketmaster visiting wwwticketmastercomor calling are also available american express box office group call 855groupbk individual suitesclick hereor call bk set up an appointment meet representative
29	2013-03-30	2013-03-30 11:00:00	Ringling Bros. and Barnum & Bailey Circus	http://www.barclayscenter.com/events/detail/ringling-bros-and-barnum-bailey-circus	witness greatest show earth one last time part last curtain call when ringling bros barnum bailey present out this world coming february march prepare blast off an intergalactic adventure spaceage family fun a ultimate circus experience launch into future audience take helm join circus space fleet heroic quest good versus evil that let imagination run wild unexpected surprise thrill every turn through lens magic telescope out this world transport entire family an unforgettable journey a circus star seeker battle bring most spectacular talented performer back earth after year outer space child all age amazed cosmic voyage a you discover wonder gravitydefying acrobat orbital aerialist majestic animal fearless daredevil humorous clown are available purchase online wwwticketmastercomby calling visiting american express box office hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
30	2015-12-22	2015-12-22 13:00:00	ACC\/A10 Doubleheader	http://www.barclayscenter.com/events/detail/acca10-doubleheader	catch collision between two college basketball top conference a acc atlantic stage an inaugural doubleheader december acc send virginia tech take st joseph a10 a event begin 00pm 30pm acc boston college take local favorite fordham from a10 a ram return december matchup 00pm virginia techvs st joseph 30pm boston collegevs fordham
31	2014-05-10	2014-05-10 20:00:00	2014 NBA Playoffs - Nets vs. Heat - Game 3	http://www.barclayscenter.com/events/detail/2014-nba-playoffs-nets-vs-heat-game-3	it game second round nba playoff saturday may net take miami heat game off 00pm coverage starting tnt 30pm all fan attendance receive commemorative game tshirt limited are still available club feature dj during pregame postgame event minute
32	2016-09-09	2016-09-09 16:00:00	Cirque du Soleil TORUK \u2013 The First Flight	http://www.barclayscenter.com/events/detail/cirque-du-soleil	cirque du soleil is bringing it new touring show toruk first flight from september through toruk first flight is an immersive spectacle that brings stage breathtaking world james camerons avatar like you have never seen it before can purchased online ticketmaster com calling visiting american express box office individual please call 718bksuite group call 844bklyngp hotel please visitnew york marriott bridge special rate check corporate promotional code then enterw85
33	2016-10-02	2016-10-02 11:00:00	ESL One New York	http://www.barclayscenter.com/events/detail/esl-one-new-york	esl world largest esports company bring east coast largest esports tournament whenesl one new yorkcomes onoctober twoday tournament feature counterstrike global offensive competition where top eight top team from around world converge get opportunity play stage east coast biggest esports event c go not only tournament happening a there is more competitive gaming action work addition tournament esl one new york feature wide array activity a part main event including pro player autograph session virtual reality experience esl shop other fan fest activity this event are sale now can purchased online ticketmaster com calling single day are now available purchase click here purchase saturday october click here purchase sunday october are also available american express box office weekend are also available giving attendee access whole arena all stage except floor seating premium are also available include floor seating front c go stage exclusive signing session goodie bag lot memorable item much more luxury click here call 718bksuite hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
34	2014-02-25	2014-02-25 19:00:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	witness greatest show earth one last time part last curtain call when ringling bros barnum bailey present out this world coming february march prepare blast off an intergalactic adventure spaceage family fun a ultimate circus experience launch into future audience take helm join circus space fleet heroic quest good versus evil that let imagination run wild unexpected surprise thrill every turn through lens magic telescope out this world transport entire family an unforgettable journey a circus star seeker battle bring most spectacular talented performer back earth after year outer space child all age amazed cosmic voyage a you discover wonder gravitydefying acrobat orbital aerialist majestic animal fearless daredevil humorous clown are available purchase online wwwticketmastercomby calling visiting american express box office hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
35	2015-01-02	2015-01-02 20:00:00	Katt Williams	http://www.barclayscenter.com/events/detail/katt-williams	start new year night laugh a comedian katt williams brings his brand new born tour friday january known his quick wit performance signature this is show you dont want miss are sale can purchased through ticketmaster visitingwwwticketmastercomor calling are also available american express box office individual click here call bk set up an appointment meet representative
36	2015-03-13	2015-03-13 18:30:00	2015 Atlantic 10 Basketball Championship	http://www.barclayscenter.com/events/detail/2015-atlantic-10-basketball-championship	view bracket schedule individual click here call bk welcome return atlantic men basketball championship 4thstraight year march one nation top basketball conference showcase it talent a all team take hardwood action packed day 13game championship conclude ncaa selection sunday network televised game winner which claim a10s automatic bid ncaa tournament allsession package this event are onsale now can purchased online ticketmaster com calling american express box office if purchasing take advantage group pricing call bklyn gp email emailprotected make most nyc experience while youre town atlantic men basketball championship visit nycgo com official about new york city restaurant shop nightlife sporting event a well a exclusive deal offer hotel please visitnew york marriott bridge special rate check corporate promotional code then enterw85
37	2014-03-13	2014-03-13 18:30:00	2014 Atlantic 10 Basketball Championship	http://www.barclayscenter.com/events/detail/a10-championship-2014	event atlantic conference men basketball championship feature all team from one nation best basketball conference 12game championship which is played march heart conclude ncaa selection sunday network televised title game winner which claim a10s automatic bid ncaa tournament this event are sale now available through ticketmaster visiting wwwbarclayscentercomorwwwbarclayscentercomby calling american express box office located atlantic avenue group are also available calling 855groupbk click here more info atlantic men basketball championship a10 championship bracket atlantic news daily news high school basketball hero coming home game espn atlantic preview make dinner reservation today calling emailing emailprotected student available purchase online advance member tix4students click here purchase function function 0x substr href mailto href length catch queryselectorall cf email length try parentnode replacechild createtextnode getattribute datacfemail catch catch document
38	2013-04-05	2013-04-05 20:00:00	Alicia Keys	http://www.barclayscenter.com/events/detail/alicia-keys	alicia key singer songwriter producer perform friday april 8pm show is part her upcoming north american tour support her new album girl fire set world fire tour is slated kickoff march seattle wa joining key tour is rising star miguel who wa recently nominated five grammy award including song year best performance best urban contemporary album single recently reached urban urban adult rhythmic radio are sale now can purchased via ticketmaster visiting wwwbarclayscentercomor wwwbarclayscentercomor calling are also available american express box office located atlantic avenue starting saturday more detail update visit wwwbarclayscentercomwwwbarclayscentercomor wwwbarclayscentercom
39	2013-02-15	2013-02-15 20:00:00	Marc Anthony	http://www.barclayscenter.com/events/detail/marc-anthony-1	anthony fivetime grammy latin grammy award winner ha enjoyed an action packed year show no sign slowing down after launching signature clothing line kohl billboard hall fame honoree along his longtime friend business associate henry cardenas announced creation maestro care nonprofit organization that broke ground dominican republic just last week seek help disadvantaged child orphan developing country throughout latin america new york native wa recognized ascap founder award his exceptional contribution music his nationwide tour gigant3s topped billboard hot tour chart after garnering million sale anthony tremendous streak accomplishment great performance fan are special valentine day weekend special menu club restaurant presented american express
40	2014-02-05	2014-02-05 20:00:00	Amnesty International Bringing Human Rights Home	http://www.barclayscenter.com/events/detail/bringing-human-rights-home	event proceed a scheduled start promptly 8pm flaming lip imagine dragon m lauryn hill tegan sara fray cold war kid colbie caillat cake member riot madonna club restaurant american express club retaurant american express is open preevent dining prior amnesty international bringing human right home concert reservation call walkins are also welcomed click here see la carte menu event info amnesty international iconic human right concert series hold bringing human right home concert wednesday february evening include performance imagine dragon flaming lip m lauryn hill tegan sara fray cold war kid colbie caillat cake more bringing human right home are sale now can purchased online via ticketmaster visiting barclayscenter com wwwticketmastercomorby calling are also available american express box office year after it concert series which featured sting lou reed others amnesty international is digital bring awareness about human right new generation fight global human right begin home said executive director amnesty international usa this concert is part an conversation about human right that ground universal we see every day our own united state were bringing back concert show new generation activist how stand up home it is fighting right voice social network street right woman girl standing individual who they are what they believe amnesty past concert have featured some greatest artist our generation have been real change said lead singer grammy awardnominated rock band imagine dragon it an honor perform a part this event continue cause human right around world between amnesty international held concert around world over million attendee most concert series wa human right now world tour headlined bruce peter gabriel sting those concert directly helped triple movement worldwide generation human right activist individual click hereor call bk set up an appointment meet representative make dinner reservation today calling emailing emailprotected
41	2015-10-14	2015-10-14 19:30:00	Brooklyn Nets vs. Boston Celtics	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-boston-celtics-7	click hereto see event menu club restaurant american express
42	2013-08-02	2013-08-02 19:00:00	Justin Bieber	http://www.barclayscenter.com/events/detail/justin-bieber-1	success believe album soldout believe world tour global superstar justin bieber announced additional show his headlining tour north america number vip package also offered upcoming tour addition great seat vip package can include meet greets photo opportunity justin bieber autographed exclusive vip merchandise much more more vip package please com additionally from each donated promise charity which work build school opportunity developing world goal is build school around world child detail can found com worldwide album sale excess million unit justin ha pop culture social medium more than two year he ha over million facebook fan more than million twitter follower over billion youtube view he is far away most popular youtube artist all time individual click here call bk set up an appointment meet representative
43	2014-02-27	2014-02-27 19:00:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	witness greatest show earth one last time part last curtain call when ringling bros barnum bailey present out this world coming february march prepare blast off an intergalactic adventure spaceage family fun a ultimate circus experience launch into future audience take helm join circus space fleet heroic quest good versus evil that let imagination run wild unexpected surprise thrill every turn through lens magic telescope out this world transport entire family an unforgettable journey a circus star seeker battle bring most spectacular talented performer back earth after year outer space child all age amazed cosmic voyage a you discover wonder gravitydefying acrobat orbital aerialist majestic animal fearless daredevil humorous clown are available purchase online wwwticketmastercomby calling visiting american express box office hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
44	2016-03-22	2016-03-22 19:30:00	Brooklyn Nets vs. Charlotte Hornets	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-charlotte-hornets-1	fineprint fontsize 9px make dinner reservation today calling emailing emailprotected click hereto see event menu club restaurant american express individual please call 718bksuite
45	2013-09-08	2013-09-08 17:00:00	WWE Live	http://www.barclayscenter.com/events/detail/wwe-live	get before general public see wwe live wwe return final time this year a wwe live roll through sunday september 8th highlight event include new wwe champion randy orton defends his title against daniel bryan v no match intercontinental championship rob van dam big show mark henry v shield tag team match wwe superstar scheduled appear that evening include wade barrett antonio cesaro jack bella many more card is subject change event card
46	2013-11-09	2013-11-09 19:30:00	Brooklyn Nets vs. Indiana Pacers	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-indiana-pacers-1	nan
47	2017-04-02	2017-04-02 18:00:00	Brooklyn Nets vs. Atlanta Hawks	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-atlanta-hawks-8	net take atlanta hawk sunday april make dinner reservation today calling emailing emailprotected individual please call bk hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
48	2015-02-22	2015-02-22 19:00:00	Ringling Bros. and Barnum & Bailey Presents CIRCUS XTREME	http://www.barclayscenter.com/events/detail/ringling-bros-and-barnum-bailey-presents-circus-xtreme	witness greatest show earth one last time part last curtain call when ringling bros barnum bailey present out this world coming february march prepare blast off an intergalactic adventure spaceage family fun a ultimate circus experience launch into future audience take helm join circus space fleet heroic quest good versus evil that let imagination run wild unexpected surprise thrill every turn through lens magic telescope out this world transport entire family an unforgettable journey a circus star seeker battle bring most spectacular talented performer back earth after year outer space child all age amazed cosmic voyage a you discover wonder gravitydefying acrobat orbital aerialist majestic animal fearless daredevil humorous clown are available purchase online wwwticketmastercomby calling visiting american express box office hotel please visit new york marriott bridge special rate check corporate promotional code then enter w85
49	2013-10-28	2013-10-28 19:00:00	Drake	http://www.barclayscenter.com/events/detail/drake	make dinner reservation today calling emailing emailprotected event menu grammy awardwinning multiplatinum selling recording artist drake bring his would you like tour show october show also feature grammy awardwinning rising star miguel future tour announcement come a a drake new album nothing wa same continues since release album first track started from bottom hit single up chart landing top billboard hot nothing wa same follows critically acclaimed multiplatinum selling take care young money cash money universal republic which earned drake his first grammy award best rap album debuted billboard top chart drake fulllength album debut thank me later also bowed billboard top chart week release ha been certified platinum riaa album earned drake multiple grammy nomination including best new artist best rap album best rap solo performance individual click here call bk set up an appointment meet representative
50	2014-04-18	2014-04-18 16:30:00	Jordan Brand Classic 2014	http://www.barclayscenter.com/events/detail/jordan-brand-classic-2014	country premier prep basketball event jordan brand classic return second straight year this friday april just announced macklemore ryan lewis performing all attendee after national game jordan brand classic feature three epic bout beginning an international game 30pm following international game new york metropolitan area can support their favorite local talent regional game tipping off 30pm regional game is city v suburb showdown that feature top prep player from area headlining jordan brand classic is national game tipoff slated 00pm this game serf a an annual showcase best talent high school level top prospect from across country have been selected play national game team are broken down geography east tyus jones apple valley mn duke joel berry lake highland fl unc isaiah whitehead lincoln ny seton hall lj peak gaffney sc georgetown grayson allen providence fl duke james blackmon marion indiana rashad vaughn findlay nv unlv kelly oubre findlay nv kansa justin jackson homeschool christian youth academy tx unc reid travis de lasalle mn stanford trey lyles arsenal tech kentucky jahlil okafor whitney young il duke karl town st joseph nj kentucky west emmanuel mudlay prime prep tx smu tyler ulis marian catholic il kentucky devin booker moss point m kentucky kameron chatman columbia christian michigan theo pinson wesleyan christian nc unc justise winslow st john tx duke stanley johnson master dei ca arizona cliff alexander curie il kansa chris mccullough img academy syracuse myles turner trinity tx uncommitted daniel hamilton st john bosco ca uconn dangelo russell montverde academy fl ohio state shaqquan aaron rainier beach wa louisville start just so purchase yours today sure not tomiss chance see next chris paul lebron james blake griffin before they hit it big group call 855groupbk individual suitesclick hereor call bk set up an appointment meet representative make dinner reservation today calling emailing emailprotected menu
51	2012-10-04	2012-10-04 20:00:00	JAY Z	http://www.barclayscenter.com/events/detail/jay-z-7	please note door open 7pm hello welcome borough own shawn jay carter a part his recordsetting soldout eightnight residency brandnew this 13time grammy award winner ha undoubtedly redefined both music industry perception american dream since bursting onto scene jay is not only new york time bestselling author but also founder chairman rocawear an entrepreneur stake such varied enterprise a club translation advertising carol daughter natural beauty product own net jay z dominance music world is unquestionable a president ceo def jam recording he fostered career international star rihanna neyo kanye west jay partnered live nation form diverse entertainment company roc nation that venture first release blueprint jay secured record most no album any solo artist his recent collaboration kanye west watch throne became 12th jay album reach no is proud call jay one it own dont miss out homecourt advantage witness king solidify his reign right here very own backyardonly
52	2013-08-05	2013-08-05 20:00:00	Beyonc\u00e9	http://www.barclayscenter.com/events/detail/beyonce	mr carter show world tour promise entertainer most ambitious undertaking date it is expected bigger scope than any her previous show slated run almost one year second wave tour is planned latin america australia asia beyoncs last tour critically acclaimed incredibly successful amworld tour wa ranked billboard hot tour chart show thrilled more than million fan more than one hundred show country six continent across globe beyonc is one most widely recognized highly respected woman pop culture solo recording artist actress philanthropist businesswoman she ha released four solo album ha sold over million album worldwide her work ha earned her numerous award accolade including grammy award billboard named her top female artist top radio song artist 2000s decade recording industry association america also recognized beyonc a top certified artist 2000s individual click here call bk set up an appointment meet representative
