start_time	title	url	description
2014-08-23 19:30	Arcade Fire	http://www.barclayscenter.com/events/detail/arcade-fire	Due to overwhelming demand, Grammy Award-winning band, Arcade Fire, announced additional dates for the highly-anticipated REFLEKTOR TOUR in support of its international #1 album Reflektor(Merge). The band will perform a third concert at Brooklyn's Barclays Center on August 24, 2014 following two previously announced shows on August 22 and 23. Released October 29, Reflektor was hailed by Rolling Stone as "extraordinary...the best album Arcade Fire have ever made." It was the second Arcade Fire album to debut at #1, the first being 2010's Album of the Year Grammy Award-winner The Suburbs. For information on individual suites Click Here or call 718.BK.SUITE (718.257.8483) to set up an appointment to meet with a suite representative.   Make your dinner reservations today by calling 917.618.6340 or emailing [emailprotected]. Click Hereto see the event menu at the 40/40 CLUB & Restaurant by American Express.
2014-12-29 00:00	BROOKLYN HOOPS\u2122 Winter Festival presented by Honda	http://www.barclayscenter.com/events/detail/brooklyn-hoops-winter-festival-presented-by-honda	BROOKLYN HOOPS Winter Festival presented by Honda will be at Barclays Center on December 28. This years event will include St. Johns, Tulane, LIU-Brooklyn, Hofstra, Fairfield and Loyola Maryland. Tickets start at just $15 and your ticket to the event will allow you to see all three games.  St. Johns vs. Tulane  12:00PM LIU-Brooklyn vs. Hofstra  2:30PM Fairfield vs. Loyola Maryland  5:00PM  Tickets can be purchased by visiting www.ticketmaster.com, by calling 800.745.3000 or by visiting the American Express Box Office at Barclays Center. For information on individual suites, please call 718.BK.SUITE. If purchasing 10+ tickets, take advantage of our group pricing. To purchase call 855.GROUP.BK or email [emailprotected]. Group Pricing/Seating Chart Group Tickets Order Form
2014-03-02 15:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	Witness the Greatest Show On Earth one last time! Be a part of the last curtain call when Ringling Bros. and Barnum & Bailey presents Out Of This World, coming to Barclays Center February 23  March 3. Prepare to blast off on an intergalactic adventure for space-age family fun as the ultimate circus experiences launches into the future. Audiences will take the helm to join the Circus Space Fleet on a heroic quest of good versus evil that will let imaginations run wild with unexpected surprises and thrills at every turn. Through the lens of a magic telescope, Out Of This World transports your entire family on an unforgettable journey as the circus Star Seeker battles to bring the most spectacular and talented performers back to Earth after years in outer space. Children of All Ages will be amazed by the cosmic voyage as you discover the wonders of gravity-defying acrobats, orbital aerialists, majestic animals, fearless daredevils and humorous clowns. Tickets are available for purchase online at www.ticketmaster.com, by calling 800-745-3000, or by visiting the American Express Box Office at Barclays Center. For hotel information, please visit New York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enter W85.
2016-01-14 19:00	New York Islanders vs. New York Rangers	http://www.barclayscenter.com/events/detail/new-york-islanders-vs-new-york-rangers-1	p.fineprint {  font-size:9px; }  Make your dinner reservations today by calling 917.618.6340 or emailing [emailprotected].  Click Hereto see the event menu at the 40/40 CLUB & Restaurant by American Express. For information on individual suites, please call 718-BK-SUITE. LIRR Train Time App Download the LIRR Train Time app to get real-time information. Pick your station, check a countdown to your train's arrival and easily search for your destination. Basic train information is available even without cellular service. Download the Metro-North App LIRR Schedule Plan your trip to Barclays Center with a quick search of the schedule online. View Schedule LIRR Schedule Updates Before you leave Barclays Center, check our screens in the arena's main concourse for the latest information on LIRR schedules and service alerts. LIRR Expanded Service The Long Island Rail Road has enhanced service to make Islanders games in Brooklyn easily accessible for fans from Long Island. View Details
2015-02-06 19:00	Brooklyn Nets vs. New York Knicks	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-new-york-knicks-2-6-15	
2015-09-23 19:00	Preseason: New York Islanders vs. New Jersey Devils	http://www.barclayscenter.com/events/detail/preseason-new-york-islanders-vs-new-jersey-devils	Make your dinner reservations today by calling 917.618.6340 or emailing [emailprotected]. Click Hereto see the event menu at the 40/40 CLUB & Restaurant by American Express.
2016-03-11 00:00	2016 Atlantic 10 Basketball Championship	http://www.barclayscenter.com/events/detail/2016-atlantic-10-basketball-championship	View Bracket Schedule For information on individual suites, Click Here, or call 718.BK.SUITE. Brooklyn welcomes the return of the Atlantic 10 Mens Basketball Championship for the 4thstraight year, March 9  13, 2016. One of the nations top basketball conferences will showcase its talent as all 14 teams take to the hardwood for 5 action packed days. The 13-game championship will conclude on NCAA Selection Sunday with a network televised game, the winner of which will claim the A-10s automatic bid to the NCAA Tournament. All-Session Packages for this event are on-sale now and can be purchased online at ticketmaster.com, by calling 800-745-3000, or at the American Express Box Office at Barclays Center. If purchasing 10+ tickets take advantage of group pricing, call 844.BKLYN.GP or email[emailprotected] Make the most of your NYC experience while youre in town for the 2016 Atlantic 10 Mens Basketball Championship! Visit nycgo.com for official information about New York City restaurants, shops, nightlife, and sporting events, as well as exclusive deals and offers. For hotel information, please visitNew York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enterW85.
2012-10-02 19:30	Islanders vs Devils	http://www.barclayscenter.com/events/detail/islanders-vs-devils	adroll_adv_id = "4OSUPK2YDJCG3GUHV6ZPNX"; adroll_pix_id = "KP4DRZHCPRH4JJIAZMWWTG"; (function () { var oldonload = window.onload; window.onload = function(){    __adroll_loaded=true;    var scr = document.createElement("script");    var host = (("https:" == document.location.protocol) ? "https://s.adroll.com" : "http://a.adroll.com");    scr.setAttribute('async', 'true');    scr.type = "text/javascript";    scr.src = host + "/j/roundtrip.js";    ((document.getElementsByTagName('head') || [null])[0] ||     document.getElementsByTagName('script')[0].parentNode).appendChild(scr);    if(oldonload){oldonload()}}; }());  LIRR Service Message Extra service will be provided to and from Barclays Center in support of the Islanders vs. Devils preseason hockey game. The New York Islanders will play the second-ever National Hockey League game at Barclays Center on Friday, September 26 when they take on the New Jersey Devils. The Islanders will make Barclays Center their new home beginning with the 2015-16 season. Westbound  5:35 PM extra westbound train from Babylon to Atlantic Terminal has been added.  Eastbound  10:15 PM & 10:42 PM extra trains from Atlantic Terminal to Jamaica (The 10:10 PM & 10:36 PM regular eastbound trains from Atlantic Terminal to Jamaica will run as well - transfer to certain branch trains at Jamaica). 10:19 PM extra train from Atlantic Terminal to Babylon. 10:29 PM extra train from Atlantic Terminal to Hicksville.  Event Information To purchase the New York Islanders Brooklyn 4-Pack pleaseclick here. Individual tickets are also on saleand can be purchased online viaTicketmaster, or by calling 800.745.3000. Tickets are also available at the American Express Box Office at Barclays Center. If purchasing 10+ tickets take advantage of our group pricing. More group information for this event can be found below. To purchase call 855.GROUP.BK or email [emailprotected].  Group Pricing/Seating Chart Group Tickets Order Form  For information on individual suites, please call 718.BK.SUITE. To make a deposit for the 2015-2016 season, click here.   Make your dinner reservations today by calling 917.618.6340 or emailing [emailprotected]. Click Hereto see the event menu at the 40/40 CLUB & Restaurant by American Express.    Student tickets available for purchase online in advance for members of TIX4STUDENTS. Click here to purchase.
2013-12-01 20:30	Kentucky vs. Providence	http://www.barclayscenter.com/events/detail/kentucky-vs-providence	The 2013-14 college basketball season at Barclays Center will include a dynamic match-up when Barclays Center returner and National Powerhouse Kentucky faces Providence College on December 1. While Providence is a newcomer to Barclays Center, Kentucky defeated ACCs Maryland at the inaugural Barclays Center Classic on November 9, 2012 in a nationally televised sold-out game. This matchup looks to be even more exciting as Kentucky Head Coach John Calipari has stated, We are excited to return to Barclays Center next year to play Providence, This seasons game against Maryland was an NCAA Tournament environment in November. It's a great building and a great city. We're looking forward to being back in Brooklyn next season and beyond."  Tickets are on sale now and available through Ticketmaster by visiting www.barclayscenter.com, www.ticketmaster.com, by calling 800-745-3000, or at the American Express Box Office at Barclays Center. For information on individual suites Click Here or call 718.BK.SUITE (718.257.8483) to set up an appointment to meet with a suite representative.
2013-06-16 19:30	New Kids On The Block\/98 Degrees\/Boyz II Men	http://www.barclayscenter.com/events/detail/new-kids-on-the-block98-degreesboys-ii-men	
2016-06-11 20:00	32nd New York Salsa Festival	http://www.barclayscenter.com/events/detail/32nd-new-york-salsa-festival	The33rd Annual New York Salsa Festivalcomes to Brooklyn onSaturday, June 10, featuringWillie Coln,Eddie Palmieri,Tito Nieves,Grupo Niche,Fruko y sus Tesos,Tito Rojas,DLG,Eddie Santiagoand more!* Fans will be treated to an evening filled with hit tropical songs recognized the world over by salsa aficionados, all while dancing and singing along to all of their favorite hits. *Artists are subject to change.
2015-07-11 20:00	Romeo Santos	http://www.barclayscenter.com/events/detail/romeo-santos	p.fineprint {  font-size:9px; }  Bronx native and multi-platinum artist Romeo Santos is performing at Barclays Center on Friday, July 10, Saturday, July 11 and Sunday, July 12. The three shows at Barclays Center are part of the second leg of the King of Bachatas critically-praised Formula Vol. 2 Tour. Tickets are on-sale for all three shows and can be purchased online atwww.ticketmaster.com, calling 800-745-3000 or visiting the American Express Box Office at Barclays Center. For information on individual suites, please call 718-BK-SUITE. Romeo Santos recently landed at #1 on Billboards 2014 end-of -year Top Latin Artists chart, and his landmark second solo album Formula Vol. 2 was declared the #1 Latin Album of The Year. Romeo held three of the top five Hot Latin Songs of 2014, and had the most radio airplay and the most song streaming of all Latin artists. *Artists and/or support acts are subject to change.  Make your dinner reservations today by calling 917.618.6340 or emailing [emailprotected]. Click Hereto see the event menu at the 40/40 CLUB & Restaurant by American Express.
2013-04-13 17:30	Jordan Brand Classic	http://www.barclayscenter.com/events/detail/jordan-brand-classic	The country's premier prep basketball event,Jordan Brand Classic, will return to Barclays Center onFriday, April 14. Plus, dont miss special performances by guest artists Rick Ross and A Boogie wit da Hoodie.* GAME TIMES 1:00PM - Global Showcase 3:00PM - Regional Game 5:30PM- Girls All-American Game 8:00PM- Boys All-American Game *Artists are subject to change
2012-10-05 20:00	JAY Z	http://www.barclayscenter.com/events/detail/jay-z-7	Please note: doors open at 7pm.   Hello, Brooklyn!   Welcome the boroughs own Shawn JAY Z Carter as part of his record-setting, sold-out, eight-night residency at the brand-new Barclays Center.   This 13-time Grammy Award winner has undoubtedly redefined both the music industry and perceptions of the American Dream since bursting onto the scene in 1996. JAY Z is not only a New York Times bestselling author but also the founder and chairman of Rocawear and an entrepreneur with a stake in such varied enterprises as the 40/40 CLUBS, Translation Advertising, Carols Daughter natural beauty products and Barclays Centers own Brooklyn Nets.   JAY Zs dominance of the music world is unquestionable. As President and CEO of Def Jam Recordings, he fostered the careers of international stars Rihanna, Ne-Yo and Kanye West. In 2008, JAY Z partnered with Live Nation to form the diverse entertainment company Roc Nation. With that ventures first release, The Blueprint 3, JAY Z secured the record for most No. 1 albums by any solo artist. His recent collaboration with Kanye West, Watch the Throne, became the 12th JAY Z album to reach No. 1.   Brooklyn is proud to call JAY Z one of its own. Dont miss out on your home-court advantage to witness the king solidify his reign right here in your very own backyardonly at Barclays Center!
2014-03-17 19:30	Brooklyn Nets vs. Phoenix Suns	http://www.barclayscenter.com/events/detail/brooklyn-nets-vs-phoenix-suns-1	Make your dinner reservations today by calling 917.618.6340 or emailing [emailprotected].
2014-02-26 19:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	Witness the Greatest Show On Earth one last time! Be a part of the last curtain call when Ringling Bros. and Barnum & Bailey presents Out Of This World, coming to Barclays Center February 23  March 3. Prepare to blast off on an intergalactic adventure for space-age family fun as the ultimate circus experiences launches into the future. Audiences will take the helm to join the Circus Space Fleet on a heroic quest of good versus evil that will let imaginations run wild with unexpected surprises and thrills at every turn. Through the lens of a magic telescope, Out Of This World transports your entire family on an unforgettable journey as the circus Star Seeker battles to bring the most spectacular and talented performers back to Earth after years in outer space. Children of All Ages will be amazed by the cosmic voyage as you discover the wonders of gravity-defying acrobats, orbital aerialists, majestic animals, fearless daredevils and humorous clowns. Tickets are available for purchase online at www.ticketmaster.com, by calling 800-745-3000, or by visiting the American Express Box Office at Barclays Center. For hotel information, please visit New York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enter W85.
2013-05-05 20:00	Rihanna	http://www.barclayscenter.com/events/detail/rihanna	RIHANNA MAY 4 CONCERT AT BARCLAYS CENTER RESCHEDULED FOR TUESDAY, MAY 7 AT 8 PM. Tickets for the original date will be honored on the new night Refunds will be available at the original point of purchase. Barclays Center is not about to stop the music so be there when Rihannas Diamonds World Tour dazzles in Brooklyn and this pop princess blows the roof off of NYCs newest state-of-the-art arena! Join JAY Zs beautiful and talented protg as she gets ready to run this town with a thrilling, high-energy string of hits such as We Found Love, Disturbia, Umbrella, Whats My Name, Only Girl (In the World) and more. A native of Barbados, this dance-hall diva has captured the hearts of audiences worldwide along with a host of industry accolades including six Grammy Awards and the record for top-selling digital artist of all time. Rihanna is ready to bring Brooklyn to its feet, and trust usyou dont want to miss this dynamic superstar take her bow. Barclays Center is not about to stop the music so be there when Rihannas Diamonds World Tour dazzles in Brooklyn and this pop princess blows the roof off of NYCs newest state-of-the-art arena! For complete tour and ticket information, visit: www.rihanna.com and www.livenation.com VIP Gold Party Package ($390)  One premium, reserved ticket located in the first 10 rows of the stage or first sections on the side* Exclusive pre-concert party (food & drinks) Event parking (one parking space per order / not applicable at all venues) Exclusive Rihanna gift package Official VIP laminate Commemorative VIP ticket On-site VIP host  VIP Tour Package ($250)  One premium, reserved ticket located in the first 15 rows of the stage or lower bowl* Exclusive Rihanna gift package Commemorative VIP ticket On-site VIP host  To purchase a package, click here  var ebVenueID = '1288'; //<![CDATA[  document.write('<img src="https://secure.adnxs.com/seg?member_id=567&add_code=VenueID:' + ebVenueID + ',VenueID1:' + ebVenueID + '&t=2" width="1" height="1" />'); //]]>
2016-10-05 20:00	Eros Ramazzotti	http://www.barclayscenter.com/events/detail/eros-ramazzotti-2016	Famed Italian singer-songwriterEros Ramazzotti, his bringing hisPerfettoWorld Tour to Barclays Center onWednesday, October 5, 2016.  Tickets are available online at Ticketmaster.com, by calling 800-745-3000, or by visiting the American Express Box Office at Barclays Center.  RamazzottisPerfettoWorld Tour features songs from his albumPerfetto. The album, released in May, has gone multi-platinum and has reached the top-ten best-selling charts in all 60 countries that released it. Ramazzotti will also play a selection of his greatest hits, spanning his more than 30 year career. For information on individual suites, please call 718-BK-SUITE. For hotel information, please visitNew York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enterW85.
2014-08-02 19:30	Cirque du Soleil: Varekai	http://www.barclayscenter.com/events/detail/cirque-du-soleil-varekai	/* <![CDATA[ */ var google_conversion_id = 949394327; var google_conversion_label = "uMX_CLnMtwQQl7faxAM"; var google_custom_params = window.google_tag_params; var google_remarketing_only = true; /* ]]> */        Cirque du Soleil is pleased to announce that its newest arena show, Varekai, will perform at Cushman & Wakefield Theater at Barclays Center from July 30  August 3, for seven performances only. After 11 years of touring the world under the blue and yellow Big Top, Varekai begun a new adventure this past December touring the world in arenas. Deep within a forest, at the summit of a volcano, exists an extraordinary world - a world where something else is possible. A world called Varekai. From the sky falls a solitary young man, and the story of Varekai begins. Parachuted into the shadows of a magical forest, a kaleidoscopic world populated by fantastical creatures, this young man sets off on an adventure both absurd and extraordinary. On this day at the edge of time, in this place of all possibilities, begins an inspired incantation to life rediscovered. The word Varekai means "wherever" in the Romany language of the gypsies the universal wanderers. This production pays tribute to the nomadic soul, to the spirit and art of the circus tradition, and to the infinite passion of those whose quest takes them along the path that leads to Varekai. Tickets for this event are currentlyon sale. Tickets can be purchased online via Ticketmaster by visiting www.ticketmaster.com, or by calling 800-745-3000. Tickets are also available at the American Express Box Office at Barclays Center. For Group tickets, call 855-GROUP-BK. For information on individual suitesClick Hereor call 718.BK.SUITE (718.257.8483) to set up an appointment to meet with a suite representative.
2013-03-30 11:00	Ringling Bros. and Barnum & Bailey Circus	http://www.barclayscenter.com/events/detail/ringling-bros-and-barnum-bailey-circus	Witness the Greatest Show On Earth one last time! Be a part of the last curtain call when Ringling Bros. and Barnum & Bailey presents Out Of This World, coming to Barclays Center February 23  March 3. Prepare to blast off on an intergalactic adventure for space-age family fun as the ultimate circus experiences launches into the future. Audiences will take the helm to join the Circus Space Fleet on a heroic quest of good versus evil that will let imaginations run wild with unexpected surprises and thrills at every turn. Through the lens of a magic telescope, Out Of This World transports your entire family on an unforgettable journey as the circus Star Seeker battles to bring the most spectacular and talented performers back to Earth after years in outer space. Children of All Ages will be amazed by the cosmic voyage as you discover the wonders of gravity-defying acrobats, orbital aerialists, majestic animals, fearless daredevils and humorous clowns. Tickets are available for purchase online at www.ticketmaster.com, by calling 800-745-3000, or by visiting the American Express Box Office at Barclays Center. For hotel information, please visit New York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enter W85.
2015-12-22 13:00	ACC\/A10 Doubleheader	http://www.barclayscenter.com/events/detail/acca10-doubleheader	Catch a collision between two of college basketball's top conferences as the ACC and the Atlantic 10 stage an inaugural doubleheader at Barclays Center on December 22. The ACC will send Virginia Tech to take on St. Joseph's of the A-10 as the event begins at 1:00PM. At 3:30PM, the ACC's Boston College takes on local favorite Fordham from the A-10 as the Rams return to Barclays Center. December 22 Match-Ups: 1:00PM:Virginia Techvs.St. Joseph's 3:30PM: Boston Collegevs.Fordham
2014-05-10 20:00	2014 NBA Playoffs - Nets vs. Heat - Game 3	http://www.barclayscenter.com/events/detail/2014-nba-playoffs-nets-vs-heat-game-3	Its Game 3of the second round of the NBA Playoffs, Saturday, May 10when the Brooklyn Nets take on the Miami Heat at Barclays Center. Game 3tips off at 8:00pm with coverage starting on TNT at 7:30pm. All fans in attendance will receive a commemorative Game 4 T-shirt.Limited tickets are still available. The 40/40 Club will feature a DJ during pre-game and a post-game event(90 minutes).
2016-09-09 16:00	Cirque du Soleil TORUK \u2013 The First Flight	http://www.barclayscenter.com/events/detail/cirque-du-soleil	Cirque du Soleil is bringing its new touring show, TORUK  The First Flight to Barclays Center from September 7 through 11. TORUK  The First Flight is an immersive spectacle that brings to the stage the breathtaking world of James Camerons AVATAR like you have never seen it before. Tickets can be purchased online at Ticketmaster.com, by calling 800-745-3000, or by visiting the American Express Box Office at Barclays Center. For information on individual suites, please call 718-BK-SUITE. For information on Group Tickets, call 844-BKLYN-GP. For hotel information, please visitNew York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enterW85.
2016-10-02 11:00	ESL One New York	http://www.barclayscenter.com/events/detail/esl-one-new-york	ESL, the worlds largest esports company, will bring the East Coasts largest esports tournament to Brooklyn whenESL One New Yorkcomes to Barclays Center onOctober 1 & 2. The two-day tournament will feature a $250,000 Counter-Strike: Global Offensive competition, where the top eight top teams from around the world will converge on Brooklyn and get the opportunity to play on stage at the East Coasts biggest esports event. CS:GO will not be the only tournament happening at Barclays Center, as there is more competitive gaming action in the works. In addition to the tournaments, ESL One New York will feature a wide array of activities as part of the main event, including pro player autograph sessions, virtual reality experiences, the ESL Shop, and other fan fest activities. Tickets for this event are on sale now and can be purchased online at Ticketmaster.com or by calling 800-745-3000. Single day tickets are now available to purchase. Click here to purchase tickets for Saturday, October 1. Click here to purchase tickets for Sunday, October 2. Tickets are also available at the American Express Box Office at Barclays Center. Weekend Tickets are also available, giving attendees access to the whole arena and all stages except for the floor seating. Premium Tickets are also available and include floor seating in front of the CS:GO stage, exclusive signing sessions, a Goodie Bag with lots of memorable items and much more. For information on luxury suites, click here or call 718-BK-SUITE. For hotel information, please visit New York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enter W85.
2014-02-25 19:00	Ringling Bros. Circus	http://www.barclayscenter.com/events/detail/ringling-bros-circus	Witness the Greatest Show On Earth one last time! Be a part of the last curtain call when Ringling Bros. and Barnum & Bailey presents Out Of This World, coming to Barclays Center February 23  March 3. Prepare to blast off on an intergalactic adventure for space-age family fun as the ultimate circus experiences launches into the future. Audiences will take the helm to join the Circus Space Fleet on a heroic quest of good versus evil that will let imaginations run wild with unexpected surprises and thrills at every turn. Through the lens of a magic telescope, Out Of This World transports your entire family on an unforgettable journey as the circus Star Seeker battles to bring the most spectacular and talented performers back to Earth after years in outer space. Children of All Ages will be amazed by the cosmic voyage as you discover the wonders of gravity-defying acrobats, orbital aerialists, majestic animals, fearless daredevils and humorous clowns. Tickets are available for purchase online at www.ticketmaster.com, by calling 800-745-3000, or by visiting the American Express Box Office at Barclays Center. For hotel information, please visit New York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enter W85.
2015-01-02 20:00	Katt Williams	http://www.barclayscenter.com/events/detail/katt-williams	Start the New Year with a night of laughs as comedian Katt Williams brings his brand new Born AgainAgain tour to Barclays Center on Friday, January 2. Known for his quick wit, animated performance, and signature permed hair, this is a show you dont want to miss. Tickets are on sale and can be purchased through Ticketmaster by visitingwww.ticketmaster.com, or by calling 800-745-3000. Tickets are also available at the American Express Box Office at Barclays Center. For information on individual suites Click Here or call 718.BK.SUITE (718.257.8483) to set up an appointment to meet with a suite representative.
2015-03-13 18:30	2015 Atlantic 10 Basketball Championship	http://www.barclayscenter.com/events/detail/2015-atlantic-10-basketball-championship	View Bracket Schedule For information on individual suites, Click Here, or call 718.BK.SUITE. Brooklyn welcomes the return of the Atlantic 10 Mens Basketball Championship for the 4thstraight year, March 9  13, 2016. One of the nations top basketball conferences will showcase its talent as all 14 teams take to the hardwood for 5 action packed days. The 13-game championship will conclude on NCAA Selection Sunday with a network televised game, the winner of which will claim the A-10s automatic bid to the NCAA Tournament. All-Session Packages for this event are on-sale now and can be purchased online at ticketmaster.com, by calling 800-745-3000, or at the American Express Box Office at Barclays Center. If purchasing 10+ tickets take advantage of group pricing, call 844.BKLYN.GP or email[emailprotected] Make the most of your NYC experience while youre in town for the 2016 Atlantic 10 Mens Basketball Championship! Visit nycgo.com for official information about New York City restaurants, shops, nightlife, and sporting events, as well as exclusive deals and offers. For hotel information, please visitNew York Marriott at the Brooklyn Bridge. For special rates, check corporate/promotional code and then enterW85.
